0,8
6,8
6,8
8,8
8,8
8,8
8,8
8,8
8,25
8,38
8,39
33,39
38,39
39,39
39,39
39,40
39,40
40,40
40,41
40,46
41,46
46,46
46,46
46,46
46,46
46,46
46,46
46,46
46,46
46,92
46,122
92,122
92,122
122,122
122,237
122,237
191,242
237,242
242,242
242,242
242,261
242,270
246,273
268,276
273,276
276,276
276,276
276,276
276,277
276,327
277,327
327,327
327,327
327,327
327,330
327,330
327,330
330,374
330,374
330,374
374,374
374,374
374,398
374,398
374,398
398,398
398,398
398,398
398,398
398,398
398,398
398,398
398,398
398,398
398,398
398,457
398,457
457,499
457,500
457,500
500,546
500,588
500,588
546,588
588,588
588,588
588,588
588,588
588,588
588,590
588,590
590,590
590,590
590,590
590,590
590,590
590,590
590,906
590,906
906,952
906,952
952,952
952,952
952,961
952,1036
952,1058
1026,1064
1054,1112
1064,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1112
1112,1117
1112,1117
1112,1120
1117,1144
1117,1199
1144,1199
1199,1199
1199,1199
1199,1257
1199,1391
1257,1391
1299,1438
1391,1438
1438,1446
1438,1446
1446,1446
1446,1446
1446,1446
1446,1446
1446,1446
1446,1446
1446,1446
1446,1446
1446,1446
1446,1447
1446,1447
1446,1447
1447,1447
1447,1447
1447,1447
1447,1447
1447,1447
1447,1447
1447,1447
1447,1455
1447,1458
1447,1458
1458,1458
1458,1458
1458,1458
1458,1458
1458,1458
1458,1458
1458,1458
1458,1458
1458,1458
1458,1458
1458,1458
1458,1458
1458,1458
1458,1458
1458,1458
1458,1458
1458,1458
1458,1458
1458,1458
1458,1461
1458,1461
1458,1461
1461,1461
1461,1461
1461,1461
1461,1461
1461,1461
1461,1461
1461,1461
1461,1461
1461,1461
1461,1461
1461,1461
1461,1461
1461,1461
1461,1461
1461,1461
1461,1776
1461,1776
1461,1776
1776,1776
1776,1776
1776,1776
1776,1776
1776,1776
1776,1776
1776,1776
1776,1776
1776,1776
1776,1776
1776,1776
1776,1776
1776,1776
1776,1776
1776,1776
1776,1776
1776,1776
1776,1776
1776,1776
1776,1776
1776,1776
1776,1785
1776,1785
1785,1785
1785,1785
1785,1785
1785,1785
1785,1785
1785,1785
1785,1785
1785,1785
1785,1785
1785,1785
1785,1785
1785,1785
1785,1790
1785,1790
1785,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1790
1790,1792
1790,1792
1790,1792
1792,1792
1792,1792
1792,1792
1792,1792
1792,1792
1792,1792
1792,1792
1792,1792
1792,1792
1792,1792
1792,1792
1792,1792
1792,1792
1792,1792
1792,1794
1792,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1794
1794,1797
1794,1843
1794,1863
1797,1863
1843,1863
1863,1909
1863,1909
1863,1909
1909,1909
1909,1909
1909,1909
1909,1909
1909,1909
1909,1909
1909,1909
1909,1909
1909,1909
1909,1936
1909,2301
1936,2311
2255,2345
2311,2345
2311,2345
2345,2345
2345,2347
2345,2391
2347,2391
2347,2391
2391,2391
2391,2391
2391,2391
2391,2391
2391,2458
2391,2490
2392,2490
2490,2536
2490,2536
2490,2536
2536,2536
2536,2536
2536,2536
2536,2536
2536,2536
2536,2536
2536,2536
2536,2536
2536,2536
2536,2536
2536,2536
2536,2536
2536,2536
2536,2606
